user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,answer_similarity,faithfulness,context_precision,context_recall
How does omega-3 intake influence AMD progression?,"['Higher intake of omega‑3 fatty acids—often given as nutritional supplementation—has been linked to a protective effect against age‑related macular degeneration, appearing to lower the risk of developing AMD and to help slow its progression, and omega‑3s have been explored as a therapeutic adjunct in managing the disease; by contrast, differing effects of omega‑6 intake have been implicated in AMD development, suggesting that the balance of dietary fats may influence outcomes.']","Higher intake of omega‑3 fatty acids is associated with a protective effect against AMD, appearing to lower the risk of developing the disease and to help slow its progression, though further controlled trials are needed to define optimal dosing and confirm therapeutic benefit.","Omega-3 fatty acids reduce inflammation in the retina, potentially slowing AMD progression.",0.42154589653089003,0.0,0.9361835861235602,0.6,0.9999999999,1.0
What causes photoreceptor loss in geographic atrophy?,"['In geographic atrophy, photoreceptor loss is primarily a consequence of progressive age‑related macular degeneration with degeneration of the retinal pigment epithelium, and is exacerbated by immune dysregulation (notably complement overactivation), toxic visual‑cycle byproducts like all‑trans‑retinal, and genetic or inherited retinal disorders; various molecular insults and experimental toxins can similarly induce or accelerate photoreceptor death.']","Photoreceptor loss in geographic atrophy is primarily driven by progressive AMD–associated degeneration of the retinal pigment epithelium, worsened by immune dysregulation (notably complement overactivation), toxic visual‑cycle byproducts such as all‑trans‑retinal, genetic/inherited retinal disorders, and other molecular insults or experimental toxins.","Retinal pigment epithelium death in dry AMD deprives photoreceptors of support, causing their loss.",0.39160370831023794,0.9999999999999996,0.8997481665742849,1.0,0.9999999999,1.0
How does macular fibrosis affect vision in wet AMD?,"['In wet AMD, macular fibrosis forms scarring beneath or within the macula that disrupts the neurosensory retina, causes photoreceptor atrophy and reduced retinal sensitivity, and leads to declines in best-corrected visual acuity and overall visual function, often preventing visual improvement and contributing to worse or severe vision loss.']","In wet AMD, macular fibrosis produces scarring beneath or within the macula that disrupts the neurosensory retina, causes photoreceptor atrophy and reduced retinal sensitivity, and thereby leads to declines in best-corrected visual acuity and overall visual function, often preventing visual improvement and contributing to worse or severe vision loss.","Macular fibrosis forms scar tissue, permanently distorting and reducing central vision in wet AMD.",0.659583741014591,0.9691761948696821,0.9240492497726498,1.0,0.9999999999,1.0
Why does dry AMD lead to difficulty reading?,"['Dry (atrophic) age‑related macular degeneration progressively damages the macula—the central part of the retina that provides sharp, detailed vision—producing central vision loss, blurred or patchy spots and reduced contrast. When central retinal tissue atrophies (geographic atrophy), these changes make it hard to resolve letters, follow lines and focus on words, so reading becomes slow, fragmented or impossible without low‑vision aids or training.']","Dry (atrophic) AMD leads to difficulty reading because progressive atrophy of the macula (geographic atrophy) destroys the central retinal tissue responsible for sharp, detailed vision, causing central vision loss, blurred or patchy spots and reduced contrast that make resolving letters, following lines and focusing on words slow, fragmented, or impossible without aids.","Drusen and retinal thinning impair the macula, reducing sharp central vision needed for reading in dry AMD.",0.3247035981754785,0.9282626357794296,0.923814392701914,1.0,0.9999999999,1.0
How does the CFH gene influence AMD risk?,"['Variants in the CFH gene, including the common rs1061170 change, alter factor H levels and function so that negative regulation of the alternative complement pathway is weakened, promoting local complement activation, inflammation and retinal pigment epithelium dysfunction. Those effects increase susceptibility to age-related macular degeneration and are linked to greater risk of progression to advanced and neovascular forms, while other CFH alleles can be protective. This pathogenic role of CFH has motivated development of complement-targeted therapies for AMD.']","Variants in CFH (e.g., rs1061170) reduce factor H function and levels, weakening negative regulation of the alternative complement pathway and thereby promoting local complement activation, inflammation, RPE dysfunction and increased susceptibility to progression to advanced and neovascular AMD, while some CFH alleles are protective.","CFH gene mutations impair complement regulation, increasing inflammation and AMD risk.",0.9190538279114476,0.9412252082551257,0.9069845424150212,0.7142857142857143,0.9999999999,1.0
What leads to macular holes in some AMD cases?,"['In some cases of AMD, macular holes arise when the vitreous body separates from the retina (posterior vitreous detachment), producing traction on the macula that leads to hole formation.']","In some AMD cases, macular holes can result from posterior vitreous detachment causing traction on the macula that leads to hole formation.","Retinal stress and thinning in AMD can stretch the macula, forming holes.",0.5607612992056352,0.9889119872365023,0.9097118634892075,1.0,0.0,0.0
How does depression develop in AMD patients?,"['Depression in age-related macular degeneration most often develops as a reaction to progressive central vision loss and its functional consequences: difficulty reading, driving and mobility, dependence on others, fear of falling, frustration and social withdrawal reduce quality of life and foster emotional distress. The likelihood and severity of depressive symptoms increase with more advanced disease and greater visual impairment, but timely low-vision rehabilitation, vision correction, psychosocial interventions and appropriate medical care can lessen depressive symptoms and improve overall well‑being.']","In AMD patients, depression most often develops as a psychological reaction to progressive central vision loss and its functional consequences—difficulty reading, driving and mobility, increased dependence, fear of falling, frustration and social withdrawal—with severity rising alongside greater visual impairment but potentially mitigated by timely low-vision rehabilitation, vision correction, psychosocial interventions, and appropriate medical care.","Vision loss from AMD limits daily activities, leading to isolation and depression.",0.30996902910947144,0.9599691377622399,0.9065427831045523,1.0,0.9999999999,1.0
Why does wet AMD cause sudden vision changes?,"['Wet (neovascular) AMD causes sudden vision changes because abnormal new blood vessels grow beneath the macula and leak fluid or bleed; the resulting swelling, fluid accumulation, or submacular hemorrhage can rapidly distort or block central vision, producing abrupt blurring, dark spots, or sudden loss of central sight.']","Wet (neovascular) AMD causes sudden vision changes because abnormal new blood vessels grow under the macula and leak fluid or bleed, leading to rapid swelling, fluid accumulation, or submacular hemorrhage that distorts or blocks central vision.","Rapid blood vessel leakage in wet AMD disrupts the macula, causing sudden vision changes.",0.9845602506423433,0.9627650843630965,0.9382410025693734,1.0,0.9999999999,1.0
How does exercise benefit retinal health in AMD?,"['Regular exercise, as part of a healthy lifestyle, supports physiological function and overall retinal health, which can help reduce risk or slow the decline associated with age-related macular degeneration. By maintaining systemic and ocular health, exercise may help protect the macula and preserve central vision and everyday abilities (reading, driving, mobility), complementing medical management and reducing the burden of progressive vision loss.']","Regular exercise supports systemic and ocular health by improving circulation, reducing inflammation and oxidative stress, and preserving physiological functions that can help protect the macula and slow vision decline in age-related macular degeneration.","Exercise improves blood flow to the retina, reducing oxidative stress and aiding AMD management.",0.5704630907521531,0.9001237732895806,0.8978525810155513,0.25,0.9999999999,0.0
What causes epiretinal membranes in AMD?,"['In AMD, epiretinal membranes typically result from vitreoretinal interface changes—particularly posterior vitreous detachment and other vitreous alterations—and from local inflammatory processes (for example increased TNF‑α) that stimulate glial and cellular proliferation on the retinal surface.']","In AMD, epiretinal membranes are primarily caused by vitreoretinal interface changes—especially posterior vitreous detachment and other vitreous alterations—and by local inflammatory processes (e.g., increased TNF‑α) that stimulate glial and cellular proliferation on the retinal surface.","Retinal damage in AMD triggers glial cell growth, forming epiretinal membranes that wrinkle the retina.",0.5601084346437579,0.9877874163796939,0.9071004052416982,1.0,0.9999999999,0.0
How does zeaxanthin protect against AMD?,"['Zeaxanthin concentrates in the macula and fovea, increasing macular pigment density and filtering high‑energy blue light while acting as an antioxidant to neutralize oxidative and nitrosative damage. By protecting retinal pigment epithelium and mitochondrial function and reducing light‑induced injury, it helps preserve central vision, improves visual performance (contrast sensitivity and glare tolerance), and is associated with a lower risk and slower progression of age‑related macular degeneration; supplementation, often with lutein, raises retinal levels and enhances these protective effects.']","Zeaxanthin concentrates in the macula and fovea where it increases macular pigment density to filter high‑energy blue light, acts as an antioxidant to neutralize oxidative and nitrosative damage, protects retinal pigment epithelium and mitochondrial function, reduces light‑induced injury, and—especially when supplemented with lutein—improves visual performance and is associated with lower risk and slower progression of age‑related macular degeneration.","Zeaxanthin filters blue light in the macula, reducing oxidative damage and AMD risk.",0.9837415095433872,0.9091379867497446,0.9349660381735488,1.0,0.9999999999,1.0
Why does wet AMD lead to retinal hemorrhage?,"['In wet (neovascular) age-related macular degeneration, abnormal new blood vessels grow under or into the retina; these fragile, dysfunctional vessels are prone to leaking and rupture, leading to retinal and subretinal bleeding, fluid accumulation (exudation) and scarring that damage the macula and central vision.']","Wet (neovascular) AMD leads to retinal hemorrhage because abnormal, fragile new blood vessels grow under or into the retina and are prone to leaking and rupture, causing bleeding into retinal and subretinal spaces.","Fragile new blood vessels in wet AMD rupture, causing retinal hemorrhage.",0.9867067338347063,,0.9468269353388253,1.0,0.9999999999,1.0
How does stem cell therapy aim to treat dry AMD?,"['Stem cell therapy for dry age-related macular degeneration seeks to replace or regenerate the damaged retinal pigment epithelium and photoreceptors by transplanting stem cell–derived retinal cells (including induced pluripotent stem cell–derived RPE), restoring RPE function, supporting photoreceptor survival, and promoting tissue repair and regeneration with the goal of preserving or improving retinal structure and visual function and slowing or reversing vision loss.']","Stem cell therapy for dry AMD aims to replace or regenerate damaged retinal pigment epithelium and photoreceptors by transplanting stem cell–derived retinal cells (including iPSC-derived RPE) to restore RPE function, support photoreceptor survival, promote tissue repair/regeneration, and thereby preserve or improve retinal structure and visual function to slow or reverse vision loss.","Stem cell therapy replaces damaged retinal cells, potentially restoring function in dry AMD.",0.4868700427514439,0.9729335779636844,0.9474801710057756,1.0,0.9999999999,1.0
What leads to mobility issues in advanced AMD?,"['Mobility problems in advanced AMD result mainly from central vision loss and associated declines in contrast sensitivity and cone function, which make it hard to see what you are looking at and to recognize faces, objects and colors; these visual deficits lead to decreased mobility, poor mobility and, in severe cases, blindness that limits safe movement and independence.']","In advanced AMD, mobility issues arise primarily from central vision loss and associated declines in contrast sensitivity and cone function, which impair seeing details, recognizing faces/objects/colors, and thereby reduce safe movement and independence.","Central vision loss in advanced AMD impairs depth perception, causing mobility issues.",0.35021434403613183,0.9740601332141008,0.9393189146060658,1.0,0.9999999999,0.0
How does sun exposure increase AMD severity?,"['Exposure to sunlight—especially long-term, cumulative or unprotected exposure—can accelerate and worsen age-related macular degeneration by causing retinal damage that promotes drusen formation, exudation and neovascular changes, leading to central and progressive vision loss; adopting appropriate sun-protection measures can help reduce this risk.']","Long-term or unprotected sun exposure damages retinal tissue—promoting drusen formation, exudation, and neovascular changes—which accelerates and worsens age-related macular degeneration and increases progressive central vision loss.","Sun exposure damages retinal cells via UV light, worsening AMD severity over time.",0.9751558882728542,0.8396756661098393,0.9006235530914167,1.0,0.9999999999,1.0
Why does wet AMD cause subretinal fluid?,"['In wet (neovascular/exudative) AMD, excess VEGF drives growth of abnormal, leaky blood vessels beneath the retina; these vessels leak fluid and blood into the subretinal space, overwhelming the retinal pigment epithelium’s fluid-pumping capacity and leading to accumulation of subretinal fluid that disrupts photoreceptors and impairs vision.']","In wet (neovascular) AMD, pathological overproduction of VEGF stimulates growth of abnormal, leaky blood vessels under the retina that leak fluid and blood into the subretinal space, overwhelming the retinal pigment epithelium’s fluid-pumping capacity and causing accumulation of subretinal fluid that disrupts photoreceptors.","Leaking blood vessels in wet AMD deposit fluid beneath the retina, forming subretinal fluid.",0.7328612714249841,0.9213438335018678,0.9314450856999367,1.0,0.9999999999,1.0
