question,ground_truth,context,generated_answer
How does hypertension contribute to AMD risk?,"Hypertension damages retinal blood vessels, increasing oxidative stress and AMD risk.","['Chronic hypertension increases the risk of age-related macular degeneration and accelerates its progression by damaging small ocular blood vessels and choroidal circulation, promoting microvascular aging and retinal pigment epithelium changes. This vascular injury can impair choriocapillaris perfusion, predispose to retinal or choroidal hemorrhages and macroaneurysms, and raise the likelihood of neovascular (wet) AMD, so blood-pressure control may help reduce these vascular insults.']","Chronic hypertension contributes to AMD risk by damaging small ocular vessels and choroidal circulation—promoting microvascular aging, impaired choriocapillaris perfusion, retinal pigment epithelium changes, and increased likelihood of retinal/choroidal hemorrhages, macroaneurysms, and neovascular (wet) AMD, so blood-pressure control may mitigate these vascular insults."
What leads to scotomas in advanced AMD?,Photoreceptor death in the macula creates blind spots or scotomas in advanced AMD.,"['Scotomas in advanced AMD result from damage to the macula—including cone loss, outer retinal structural changes and neovascular (wet) complications—which produce central vision loss and blind spots that impair object, face and color recognition; worsening overall vision can aggravate these central scotomas and, in severe cases, lead to irreversible vision loss.']","Scotomas in advanced AMD are caused by macular damage—primarily cone photoreceptor loss, outer retinal structural changes, and neovascular (wet) complications—that produce central vision loss and blind spots impairing object, face, and color recognition."
How does lutein in the diet affect AMD?,"Lutein accumulates in the macula, filtering harmful light and reducing AMD progression.","['Dietary lutein, a carotenoid that concentrates in the macula, boosts macular pigment and provides antioxidant and blue‑light filtering effects; higher lutein intake is associated with stronger macular pigment and a reduced risk or slower progression of age‑related macular degeneration, contributing to better overall eye health.']","Dietary lutein concentrates in the macula, increases macular pigment, provides antioxidant and blue‑light filtering effects, and is associated with a lower risk or slower progression of age‑related macular degeneration."
Why does wet AMD sometimes cause retinal detachment?,"Fluid and blood from leaking vessels can lift the retina, leading to detachment in wet AMD.","['In wet (neovascular) AMD, abnormal new blood vessels under the macula leak fluid and blood, and this subretinal exudation or hemorrhage can lift the retina from the underlying tissue, promote traction and scarring, or precipitate retinal breaks that lead to detachment. Treatments for wet AMD, such as frequent intravitreal injections, also carry a small risk of inducing or worsening retinal detachment.']","Wet (neovascular) AMD can lead to retinal detachment because abnormal submacular blood vessels leak fluid and blood that can lift the neurosensory retina off the underlying tissue and/or promote traction, scarring, or retinal breaks (and, less commonly, treatments like intravitreal injections can also contribute risk)."
How does photodynamic therapy treat wet AMD?,"Photodynamic therapy activates a drug with laser light, sealing abnormal blood vessels in wet AMD.","['Photodynamic therapy treats wet AMD by targeting the abnormal choroidal blood vessels that grow and leak in the wet form, using a light-activated drug and laser to selectively close those leaking vessels, reduce retinal swelling, and help preserve or improve vision as an alternative or complement to other treatments like anti-VEGF injections or laser procedures.']","Photodynamic therapy treats wet AMD by intravenously administering a light-activated drug that accumulates in abnormal choroidal neovascular vessels and then activating it with a laser to selectively close those leaking vessels, reducing retinal swelling and helping preserve or improve vision as an alternative or complement to anti-VEGF injections."
What causes the progression from early to intermediate AMD?,Drusen growth and retinal pigment changes cause progression from early to intermediate AMD.,"['Progression from early to intermediate AMD is driven mainly by age-related macular changes—especially the accumulation and enlargement of drusen (including reticular/subretinal drusenoid deposits)—and by associated structural damage such as RPE atrophy, subretinal/intraretinal fluid and reduced choroidal/retinal perfusion; advancing age plus systemic factors like inflammation, genetics and other health or environmental risks further promote the transition and the emergence of neovascular or atrophic macular features.']","Progression from early to intermediate AMD is primarily driven by age-related macular changes—especially accumulation and enlargement of drusen (including reticular/subretinal drusenoid deposits) and related structural damage such as RPE atrophy, subretinal/intraretinal fluid, and reduced choroidal/retinal perfusion—while advancing age and systemic factors like inflammation, genetics, and other health or environmental risks further promote transition and emergence of neovascular or atrophic features."
How does low vision rehabilitation improve quality of life in AMD?,"Low vision rehabilitation teaches adaptive strategies, enhancing independence and quality of life in AMD.","['For people with age‑related macular degeneration, low vision rehabilitation—through targeted vision‑rehabilitation techniques, reading training, assistive devices and a multidisciplinary (collaborative) care approach—enhances remaining visual function, improves daily activities and mobility, reduces dependence and reading difficulties, and addresses emotional distress and depression; together these effects meaningfully improve independence and overall quality of life.']","Low vision rehabilitation for AMD—via targeted vision‑rehabilitation techniques, reading training, assistive devices, and multidisciplinary care—enhances remaining visual function, improves daily activities, mobility and reading, reduces dependence and emotional distress (including depression), and thereby meaningfully improves independence and overall quality of life."
Why does wet AMD lead to macular edema?,"Leaking blood vessels release fluid into the macula, causing swelling known as macular edema in wet AMD.","['In wet AMD, abnormal new blood vessels grow beneath the macula (driven largely by VEGF) and leak fluid, blood, and proteinaceous exudates into and under the retina; this vascular leakage leads to accumulation of intraretinal and subretinal fluid and cystoid changes, producing macular edema and consequent central vision impairment.']","Wet AMD leads to macular edema because VEGF-driven growth of abnormal choroidal neovascular vessels beneath the macula causes leakage of fluid, blood, and proteinaceous exudates into and under the retina, resulting in accumulation of intraretinal and subretinal fluid and cystoid changes."
How does aging increase vulnerability to wet AMD?,"Aging weakens retinal tissues, making them more susceptible to abnormal blood vessel growth in wet AMD.","['Aging raises the risk of wet age-related macular degeneration by driving progressive decline in retinal and supporting tissues: reduced mitochondrial function, impaired autophagy and proteostasis, lipid accumulation, and increased oxidative stress cause retinal pigment epithelium dysfunction and cellular senescence. Age-related inflammation and complement/immune dysregulation, together with loss of vascular integrity and barrier function, promote chronic damage and pathological new blood vessel growth beneath the macula. These aging-driven changes, combined with genetic and environmental risks, accelerate AMD pathogenesis and increase the likelihood of neovascular (wet) disease.']","Aging increases vulnerability to wet AMD by driving mitochondrial dysfunction, impaired autophagy/proteostasis, lipid accumulation, oxidative stress, retinal pigment epithelium dysfunction and senescence, chronic inflammation and complement/immune dysregulation, and loss of vascular integrity/barrier function that together promote chronic damage and pathological choroidal neovascularization, with genetic and environmental risks further accelerating this process."
What leads to Charles Bonnet syndrome in AMD patients?,"Vision loss from AMD triggers the brain to create hallucinations, known as Charles Bonnet syndrome.","['In patients with age‑related macular degeneration, marked visual loss—especially central vision loss and other severe visual impairment—can give rise to Charles Bonnet syndrome, which is associated with visual cortical hyperexcitability and can negatively impact psychological well‑being.']","In AMD patients, marked visual loss—particularly central vision loss and other severe visual impairment—can lead to Charles Bonnet syndrome by causing visual cortical hyperexcitability that produces visual hallucinations and can worsen psychological well‑being."
How does quitting smoking benefit AMD patients?,"Quitting smoking reduces oxidative stress, slowing retinal damage and AMD progression.","['Quitting smoking can slow or reduce progression of age-related macular degeneration by removing a modifiable contributor to inflammation and other harmful conditions that exacerbate the disease, helping to lower the risk of worsening central and general vision loss, neovascular/exudative changes, and the attendant functional and emotional impacts such as difficulty reading, driving, and loss of independence.']","Quitting smoking can slow or reduce progression of age-related macular degeneration by removing a modifiable contributor to inflammation and other harmful processes, thereby lowering the risk of worsening central and overall vision loss, neovascular/exudative changes, and related functional and emotional impairments."
Why does hypertension worsen AMD outcomes?,"Hypertension impairs retinal circulation, exacerbating damage and worsening AMD outcomes.","['Hypertension damages the ocular microvasculature—including the choriocapillaris and deep retinal vessels—and accelerates microvascular aging and RPE/Bruch’s membrane changes, promoting ischemia and tissue stress in the macula. Those vascular insults increase progression of AMD toward neovascular (wet) forms, raise the risk of subretinal hemorrhage and other retinal vascular events, and thereby worsen vision and prognosis. Hypertension and its systemic complications can also complicate or reduce the benefit of treatments such as intravitreal anti‑VEGF therapy, further impairing outcomes.']","Hypertension worsens AMD outcomes by damaging the ocular microvasculature (choriocapillaris and deep retinal vessels), accelerating microvascular and RPE/Bruch’s membrane aging that promotes macular ischemia and tissue stress, increasing progression to neovascular (wet) AMD and risk of subretinal hemorrhage, and reducing the efficacy and safety of treatments like intravitreal anti‑VEGF."
How does omega-3 intake influence AMD progression?,"Omega-3 fatty acids reduce inflammation in the retina, potentially slowing AMD progression.","['Higher intake of omega‑3 fatty acids—often given as nutritional supplementation—has been linked to a protective effect against age‑related macular degeneration, appearing to lower the risk of developing AMD and to help slow its progression, and omega‑3s have been explored as a therapeutic adjunct in managing the disease; by contrast, differing effects of omega‑6 intake have been implicated in AMD development, suggesting that the balance of dietary fats may influence outcomes.']","Higher intake of omega‑3 fatty acids is associated with a protective effect against AMD, appearing to lower the risk of developing the disease and to help slow its progression, though further controlled trials are needed to define optimal dosing and confirm therapeutic benefit."
What causes photoreceptor loss in geographic atrophy?,"Retinal pigment epithelium death in dry AMD deprives photoreceptors of support, causing their loss.","['In geographic atrophy, photoreceptor loss is primarily a consequence of progressive age‑related macular degeneration with degeneration of the retinal pigment epithelium, and is exacerbated by immune dysregulation (notably complement overactivation), toxic visual‑cycle byproducts like all‑trans‑retinal, and genetic or inherited retinal disorders; various molecular insults and experimental toxins can similarly induce or accelerate photoreceptor death.']","Photoreceptor loss in geographic atrophy is primarily driven by progressive AMD–associated degeneration of the retinal pigment epithelium, worsened by immune dysregulation (notably complement overactivation), toxic visual‑cycle byproducts such as all‑trans‑retinal, genetic/inherited retinal disorders, and other molecular insults or experimental toxins."
How does macular fibrosis affect vision in wet AMD?,"Macular fibrosis forms scar tissue, permanently distorting and reducing central vision in wet AMD.","['In wet AMD, macular fibrosis forms scarring beneath or within the macula that disrupts the neurosensory retina, causes photoreceptor atrophy and reduced retinal sensitivity, and leads to declines in best-corrected visual acuity and overall visual function, often preventing visual improvement and contributing to worse or severe vision loss.']","In wet AMD, macular fibrosis produces scarring beneath or within the macula that disrupts the neurosensory retina, causes photoreceptor atrophy and reduced retinal sensitivity, and thereby leads to declines in best-corrected visual acuity and overall visual function, often preventing visual improvement and contributing to worse or severe vision loss."
Why does dry AMD lead to difficulty reading?,"Drusen and retinal thinning impair the macula, reducing sharp central vision needed for reading in dry AMD.","['Dry (atrophic) age‑related macular degeneration progressively damages the macula—the central part of the retina that provides sharp, detailed vision—producing central vision loss, blurred or patchy spots and reduced contrast. When central retinal tissue atrophies (geographic atrophy), these changes make it hard to resolve letters, follow lines and focus on words, so reading becomes slow, fragmented or impossible without low‑vision aids or training.']","Dry (atrophic) AMD leads to difficulty reading because progressive atrophy of the macula (geographic atrophy) destroys the central retinal tissue responsible for sharp, detailed vision, causing central vision loss, blurred or patchy spots and reduced contrast that make resolving letters, following lines and focusing on words slow, fragmented, or impossible without aids."
How does the CFH gene influence AMD risk?,"CFH gene mutations impair complement regulation, increasing inflammation and AMD risk.","['Variants in the CFH gene, including the common rs1061170 change, alter factor H levels and function so that negative regulation of the alternative complement pathway is weakened, promoting local complement activation, inflammation and retinal pigment epithelium dysfunction. Those effects increase susceptibility to age-related macular degeneration and are linked to greater risk of progression to advanced and neovascular forms, while other CFH alleles can be protective. This pathogenic role of CFH has motivated development of complement-targeted therapies for AMD.']","Variants in CFH (e.g., rs1061170) reduce factor H function and levels, weakening negative regulation of the alternative complement pathway and thereby promoting local complement activation, inflammation, RPE dysfunction and increased susceptibility to progression to advanced and neovascular AMD, while some CFH alleles are protective."
What leads to macular holes in some AMD cases?,"Retinal stress and thinning in AMD can stretch the macula, forming holes.","['In some cases of AMD, macular holes arise when the vitreous body separates from the retina (posterior vitreous detachment), producing traction on the macula that leads to hole formation.']","In some AMD cases, macular holes can result from posterior vitreous detachment causing traction on the macula that leads to hole formation."
How does depression develop in AMD patients?,"Vision loss from AMD limits daily activities, leading to isolation and depression.","['Depression in age-related macular degeneration most often develops as a reaction to progressive central vision loss and its functional consequences: difficulty reading, driving and mobility, dependence on others, fear of falling, frustration and social withdrawal reduce quality of life and foster emotional distress. The likelihood and severity of depressive symptoms increase with more advanced disease and greater visual impairment, but timely low-vision rehabilitation, vision correction, psychosocial interventions and appropriate medical care can lessen depressive symptoms and improve overall well‑being.']","In AMD patients, depression most often develops as a psychological reaction to progressive central vision loss and its functional consequences—difficulty reading, driving and mobility, increased dependence, fear of falling, frustration and social withdrawal—with severity rising alongside greater visual impairment but potentially mitigated by timely low-vision rehabilitation, vision correction, psychosocial interventions, and appropriate medical care."
Why does wet AMD cause sudden vision changes?,"Rapid blood vessel leakage in wet AMD disrupts the macula, causing sudden vision changes.","['Wet (neovascular) AMD causes sudden vision changes because abnormal new blood vessels grow beneath the macula and leak fluid or bleed; the resulting swelling, fluid accumulation, or submacular hemorrhage can rapidly distort or block central vision, producing abrupt blurring, dark spots, or sudden loss of central sight.']","Wet (neovascular) AMD causes sudden vision changes because abnormal new blood vessels grow under the macula and leak fluid or bleed, leading to rapid swelling, fluid accumulation, or submacular hemorrhage that distorts or blocks central vision."
How does exercise benefit retinal health in AMD?,"Exercise improves blood flow to the retina, reducing oxidative stress and aiding AMD management.","['Regular exercise, as part of a healthy lifestyle, supports physiological function and overall retinal health, which can help reduce risk or slow the decline associated with age-related macular degeneration. By maintaining systemic and ocular health, exercise may help protect the macula and preserve central vision and everyday abilities (reading, driving, mobility), complementing medical management and reducing the burden of progressive vision loss.']","Regular exercise supports systemic and ocular health by improving circulation, reducing inflammation and oxidative stress, and preserving physiological functions that can help protect the macula and slow vision decline in age-related macular degeneration."
What causes epiretinal membranes in AMD?,"Retinal damage in AMD triggers glial cell growth, forming epiretinal membranes that wrinkle the retina.","['In AMD, epiretinal membranes typically result from vitreoretinal interface changes—particularly posterior vitreous detachment and other vitreous alterations—and from local inflammatory processes (for example increased TNF‑α) that stimulate glial and cellular proliferation on the retinal surface.']","In AMD, epiretinal membranes are primarily caused by vitreoretinal interface changes—especially posterior vitreous detachment and other vitreous alterations—and by local inflammatory processes (e.g., increased TNF‑α) that stimulate glial and cellular proliferation on the retinal surface."
How does zeaxanthin protect against AMD?,"Zeaxanthin filters blue light in the macula, reducing oxidative damage and AMD risk.","['Zeaxanthin concentrates in the macula and fovea, increasing macular pigment density and filtering high‑energy blue light while acting as an antioxidant to neutralize oxidative and nitrosative damage. By protecting retinal pigment epithelium and mitochondrial function and reducing light‑induced injury, it helps preserve central vision, improves visual performance (contrast sensitivity and glare tolerance), and is associated with a lower risk and slower progression of age‑related macular degeneration; supplementation, often with lutein, raises retinal levels and enhances these protective effects.']","Zeaxanthin concentrates in the macula and fovea where it increases macular pigment density to filter high‑energy blue light, acts as an antioxidant to neutralize oxidative and nitrosative damage, protects retinal pigment epithelium and mitochondrial function, reduces light‑induced injury, and—especially when supplemented with lutein—improves visual performance and is associated with lower risk and slower progression of age‑related macular degeneration."
Why does wet AMD lead to retinal hemorrhage?,"Fragile new blood vessels in wet AMD rupture, causing retinal hemorrhage.","['In wet (neovascular) age-related macular degeneration, abnormal new blood vessels grow under or into the retina; these fragile, dysfunctional vessels are prone to leaking and rupture, leading to retinal and subretinal bleeding, fluid accumulation (exudation) and scarring that damage the macula and central vision.']","Wet (neovascular) AMD leads to retinal hemorrhage because abnormal, fragile new blood vessels grow under or into the retina and are prone to leaking and rupture, causing bleeding into retinal and subretinal spaces."
How does stem cell therapy aim to treat dry AMD?,"Stem cell therapy replaces damaged retinal cells, potentially restoring function in dry AMD.","['Stem cell therapy for dry age-related macular degeneration seeks to replace or regenerate the damaged retinal pigment epithelium and photoreceptors by transplanting stem cell–derived retinal cells (including induced pluripotent stem cell–derived RPE), restoring RPE function, supporting photoreceptor survival, and promoting tissue repair and regeneration with the goal of preserving or improving retinal structure and visual function and slowing or reversing vision loss.']","Stem cell therapy for dry AMD aims to replace or regenerate damaged retinal pigment epithelium and photoreceptors by transplanting stem cell–derived retinal cells (including iPSC-derived RPE) to restore RPE function, support photoreceptor survival, promote tissue repair/regeneration, and thereby preserve or improve retinal structure and visual function to slow or reverse vision loss."
What leads to mobility issues in advanced AMD?,"Central vision loss in advanced AMD impairs depth perception, causing mobility issues.","['Mobility problems in advanced AMD result mainly from central vision loss and associated declines in contrast sensitivity and cone function, which make it hard to see what you are looking at and to recognize faces, objects and colors; these visual deficits lead to decreased mobility, poor mobility and, in severe cases, blindness that limits safe movement and independence.']","In advanced AMD, mobility issues arise primarily from central vision loss and associated declines in contrast sensitivity and cone function, which impair seeing details, recognizing faces/objects/colors, and thereby reduce safe movement and independence."
How does sun exposure increase AMD severity?,"Sun exposure damages retinal cells via UV light, worsening AMD severity over time.","['Exposure to sunlight—especially long-term, cumulative or unprotected exposure—can accelerate and worsen age-related macular degeneration by causing retinal damage that promotes drusen formation, exudation and neovascular changes, leading to central and progressive vision loss; adopting appropriate sun-protection measures can help reduce this risk.']","Long-term or unprotected sun exposure damages retinal tissue—promoting drusen formation, exudation, and neovascular changes—which accelerates and worsens age-related macular degeneration and increases progressive central vision loss."
Why does wet AMD cause subretinal fluid?,"Leaking blood vessels in wet AMD deposit fluid beneath the retina, forming subretinal fluid.","['In wet (neovascular/exudative) AMD, excess VEGF drives growth of abnormal, leaky blood vessels beneath the retina; these vessels leak fluid and blood into the subretinal space, overwhelming the retinal pigment epithelium’s fluid-pumping capacity and leading to accumulation of subretinal fluid that disrupts photoreceptors and impairs vision.']","In wet (neovascular) AMD, pathological overproduction of VEGF stimulates growth of abnormal, leaky blood vessels under the retina that leak fluid and blood into the subretinal space, overwhelming the retinal pigment epithelium’s fluid-pumping capacity and causing accumulation of subretinal fluid that disrupts photoreceptors."
How does a high-fat diet contribute to AMD?,"A high-fat diet increases oxidative stress in the retina, promoting AMD development.","['A high‑fat or high‑fat/high‑cholesterol diet promotes and worsens age‑related macular degeneration by driving obesity and metabolic changes that increase oxidative stress and inflammatory signaling, alter protein and lipid composition in the retina and RPE/choroid, and encourage accumulation of lipid‑rich sub‑RPE deposits and other drusen‑like material, leading to retinal degeneration and progression of AMD features.']","A high‑fat (and high‑cholesterol) diet contributes to AMD by promoting obesity and metabolic changes that increase oxidative stress and inflammation, alter retinal and RPE/choroid protein and lipid composition, and drive accumulation of lipid‑rich sub‑RPE deposits and drusen‑like material leading to retinal degeneration."
What causes color vision changes in AMD?,"Macular damage in AMD impairs cone cells, altering color vision perception.","['Color vision changes in AMD result from damage to the macula—drusen accumulation, retinal pigment epithelium degeneration, geographic atrophy and neovascular/exudative changes disrupt central retinal structure and cone function, producing central vision loss, blurring and impaired color recognition.']","Color vision changes in AMD are caused by macular damage—drusen accumulation, degeneration of the retinal pigment epithelium, geographic atrophy, and neovascular/exudative changes—that disrupt central retinal structure and cone function, leading to impaired color recognition."
How does geographic atrophy lead to permanent vision loss?,"Geographic atrophy destroys retinal cells, leaving irreparable gaps in vision.","['Geographic atrophy, an advanced non‑neovascular form of age‑related macular degeneration, causes permanent vision loss by progressive degeneration of the retinal pigment epithelium and overlying photoreceptors in the central retina; as these cells and supporting choriocapillaris function are lost, areas of atrophy expand and the macula’s ability to detect fine detail is irreversibly compromised, producing lasting central vision impairment.']","Geographic atrophy causes permanent vision loss by progressive degeneration of the retinal pigment epithelium, overlying photoreceptors, and supporting choriocapillaris in the central retina, leading to expanding areas of atrophy that irreversibly destroy the macula’s ability to detect fine detail."
Why does wet AMD increase the risk of retinal detachment?,"Fluid pressure from leaking vessels in wet AMD can separate the retina, increasing detachment risk.","['Wet (neovascular) AMD increases retinal detachment risk because abnormal new blood vessels under the macula leak fluid and bleed, producing subretinal/exudative accumulation, thick submacular hemorrhage and scarring that create tractional forces and retinal breaks; associated inflammation and proliferative responses further promote traction and membrane formation, and the repeated intravitreal injections or surgical implants often used to treat wet AMD can themselves raise the risk of retinal tears or detachment.']","Wet (neovascular) AMD increases retinal detachment risk because abnormal choroidal neovascularization leaks blood and fluid causing subretinal/exudative accumulation, hemorrhage, scarring, inflammation and proliferative membranes that generate traction and retinal breaks, and because repeated intravitreal injections or surgical interventions used to treat wet AMD can also precipitate tears or detachment."
How does large-print text assist AMD patients?,"Large-print text compensates for central vision loss, making reading easier for AMD patients.","['Because AMD commonly causes central vision loss and difficulty reading, using large-print or otherwise enlarged text raises the print above the patient’s critical print size so letters can be resolved more easily with remaining vision. This improves reading speed and accuracy, reduces visual effort and frustration, and helps maintain independence and daily functioning.']","Large-print text raises print above an AMD patient’s critical print size so letters are more easily resolved with remaining central vision, thereby improving reading speed and accuracy, reducing visual effort and frustration, and helping maintain independence."
What leads to macular edema in wet AMD?,"Vascular leakage in wet AMD floods the macula with fluid, causing macular edema.","['In wet AMD, abnormal growth of choroidal blood vessels driven largely by VEGF causes retinal vascular leakage, leading to accumulation of intraretinal and subretinal fluid and resulting macular edema (sometimes subclinical), which contributes to visual loss and is the target of intravitreal anti‑VEGF therapies.']","In wet AMD, overexpression of vascular endothelial growth factor (VEGF) drives abnormal choroidal neovascularization that leaks plasma into the intra‑ and subretinal spaces, causing macular edema and vision loss."
