user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,answer_similarity,faithfulness,context_precision,context_recall
What is geographic atrophy in AMD?,"['Geographic atrophy is an advanced, non‑neovascular form of age‑related macular degeneration in which well‑defined areas of retinal pigment epithelium and photoreceptor cell loss develop in the central retina, producing decreased autofluorescence on imaging and progressive, often irreversible central vision loss and visual impairment; it is diagnosed with multimodal imaging such as fundus autofluorescence and optical coherence tomography (including OCT‑A) and by functional visual testing, and management focuses on newly available intravitreal therapies that can slow progression alongside rehabilitative measures to help preserve visual function.']","Geographic atrophy is an advanced non‑neovascular form of age‑related macular degeneration characterized by well‑defined central retinal loss of retinal pigment epithelium and photoreceptors causing decreased autofluorescence on imaging and progressive, often irreversible central vision loss, diagnosed with multimodal imaging (fundus autofluorescence, OCT/OCT‑A) and functional testing, with management focused on intravitreal therapies that can slow progression and rehabilitative measures to preserve function.","Geographic atrophy is an advanced form of dry AMD where retinal cells die, causing vision loss.",0.4791008725192636,0.9126372469749727,0.9164034900770545,1.0,0.9999999999,1.0
What mineral in AREDS2 supports retinal health?,"['Zinc is the mineral in AREDS2 that supports retinal health; AREDS2 supplementation raises systemic zinc levels and helps reduce progression to advanced age-related macular degeneration, helping preserve vision.']",Zinc is the mineral in AREDS2 that supports retinal health.,Zinc in the AREDS2 formula supports retinal health.,0.9934561875537143,0.9976376647795441,0.9738247502148575,1.0,0.9999999999,1.0
What is a common early sign of wet AMD?,['A common early sign of wet AMD is a sudden change in central vision—blurring or distortion (straight lines appearing wavy) or a dark/blank spot when looking directly at something.'],A common early sign of wet AMD is a sudden change in central vision—blurring or distortion (straight lines appearing wavy) or a dark/blank spot when looking directly at something.,A common early sign of wet AMD is sudden distortion of central vision.,0.5404896170509965,0.9818005654937575,0.9619584682039857,1.0,0.9999999999,1.0
What demographic group has the highest AMD risk?,"['Older adults—particularly the elderly—carry the highest risk for age-related macular degeneration, with risk further influenced by ethnicity; certain subtypes, such as reticular macular disease, are associated with the highest-risk forms of early AMD.']","Older adults—particularly the elderly—have the highest risk for age-related macular degeneration, with risk further modified by ethnicity and highest-risk early forms seen in subtypes like reticular macular disease.",Caucasians over 60 have the highest risk of developing AMD.,0.6484938921574369,0.8976584962571965,0.8796898543440332,1.0,0.0,0.0
What does fluorescein angiography reveal in AMD?,"['Fluorescein angiography in AMD highlights abnormal macular vasculature and dye leakage, revealing choroidal neovascularization and its subtypes (classic and occult patterns, neovascular/wet AMD, retinal angiomatous proliferation, polypoidal choroidal vasculopathy and other macular neovascularization types), feeder vessels and subretinal neovascular membranes, as well as associated findings such as macular edema, subretinal fibrosis, subtle macular changes and geographic atrophy.']","Fluorescein angiography in AMD reveals abnormal macular vasculature and dye leakage indicating choroidal neovascularization (classic and occult patterns, neovascular/wet AMD, retinal angiomatous proliferation, polypoidal choroidal vasculopathy and other macular neovascularization types), feeder vessels and subretinal neovascular membranes, and associated findings such as macular edema, subretinal fibrosis, subtle macular changes, and geographic atrophy.",Fluorescein angiography reveals blood vessel leakage in wet AMD.,0.32593085033743785,,0.9287234013497514,1.0,0.9999999999,1.0
What pigment in the retina may protect against AMD?,"['The macular pigment—carotenoids concentrated in the macula such as lutein (along with zeaxanthin and meso‑zeaxanthin)—is believed to protect against age-related macular degeneration, and increasing macular pigment through diet or lutein-containing supplements may help prevent or slow AMD.']","The macular pigment—carotenoids concentrated in the macula, primarily lutein (along with zeaxanthin and meso‑zeaxanthin)—may protect against age-related macular degeneration.",Lutein is a retinal pigment that may protect against AMD.,0.7868482168355855,0.8880951437161194,0.8973928673423426,0.75,0.9999999999,1.0
What grid helps monitor AMD progression?,['The Amsler grid (Amsler grid chart) is commonly used to monitor progression of age-related macular degeneration by detecting visual distortions; central visual field tests like the 10-2 grid are also used for diagnosis and monitoring.'],The Amsler grid is commonly used to monitor progression of age-related macular degeneration (with central visual field tests like the 10-2 grid also used for diagnosis and monitoring).,The Amsler grid helps monitor AMD progression by detecting vision distortion.,0.6070199949508084,0.8068450845575663,0.9280799798032338,1.0,0.9999999999,1.0
What defines choroidal neovascularization in AMD?,"['Choroidal neovascularization in AMD is the abnormal growth of new blood vessels from the choroid into the subretinal space that defines the wet (neovascular) form of AMD; these leaky vessels cause exudation, increased central retinal thickness, subretinal fibrosis and damage to the retinal pigment epithelium and photoreceptors, producing central and often severe vision loss. It is detected with imaging such as fluorescein angiography and optical coherence tomography angiography and is treated primarily with intravitreal anti‑VEGF injections, photodynamic therapy, or combination approaches.']","Choroidal neovascularization in AMD is defined by abnormal growth of leaky new blood vessels from the choroid into the subretinal space causing exudation, increased central retinal thickness, subretinal fibrosis, and damage to the retinal pigment epithelium and photoreceptors, leading to central vision loss and detected by imaging such as fluorescein angiography or OCT angiography.",Choroidal neovascularization is the growth of abnormal blood vessels from the choroid into the retina in wet AMD.,0.508435797039881,0.944756652320151,0.9428340972504328,1.0,0.9999999999,1.0
What is the primary risk factor for AMD?,"['Advancing age is the primary risk factor for age-related macular degeneration, with the likelihood and severity increasing as people grow older; other factors such as certain genetic variants, ethnicity, systemic inflammation and health conditions can modify risk but aging remains the dominant driver.']","Advancing age is the primary risk factor for age-related macular degeneration, with likelihood and severity increasing as people grow older.",Aging is the primary risk factor for AMD.,0.9813120589153984,0.9536279736686987,0.9252482356615938,1.0,0.9999999999,1.0
What dietary component may reduce AMD risk?,"['Age, genetics, smoking, hypertension and inflammation contribute to AMD risk, so dietary components with antioxidant and anti‑inflammatory effects—particularly lutein and zeaxanthin, omega‑3 fatty acids, and antioxidant vitamins (C, E) often paired with zinc—may help lower risk and slow progression by supporting retinal health and reducing oxidative stress and inflammation.']","Lutein and zeaxanthin (along with omega‑3 fatty acids and antioxidant vitamins C and E, often paired with zinc) may help reduce AMD risk by supporting retinal health and reducing oxidative stress and inflammation.",Omega-3 fatty acids may reduce AMD risk.,0.4190993116649749,0.9226767791031844,0.9263972466598995,1.0,0.9999999999,1.0
What is a scotoma in relation to AMD?,"['A scotoma in AMD is a localized area of partial or complete vision loss caused by macular damage—commonly a central scotoma—that can be an absolute blind spot in advanced disease, leaving people unable to see what they are directly looking at and producing blurred or missing central vision that impairs reading, driving, and daily activities.']","A scotoma in AMD is a localized area of partial or complete vision loss—most commonly a central scotoma—caused by macular damage that produces an absolute blind spot or blurred/missing central vision, impairing reading, driving, and daily activities.",A scotoma is a blind spot in the central vision caused by AMD.,0.54031955793269,0.9620487514654733,0.96127823173076,0.8571428571428571,0.9999999999,1.0
What type of light exposure is linked to AMD risk?,"['Both cumulative/excessive lifetime light exposure and specifically high-energy blue light are linked to increased risk of age-related macular degeneration. Blue light damages retinal tissues and RPE cells through oxidative stress, inflammation, mitochondrial and ER dysfunction, lipofuscin buildup, and increased cell death, producing morphological and functional impairments that contribute to dry AMD, while chronic or excessive light exposure aggravates photoreceptor degeneration and is associated with earlier onset and higher AMD risk.']","Both cumulative/excessive lifetime light exposure—especially chronic or excessive exposure to high-energy blue light—is linked to increased risk of age-related macular degeneration via oxidative stress, inflammation, mitochondrial/ER dysfunction, lipofuscin buildup, and retinal cell death.",Ultraviolet (UV) light exposure is linked to AMD risk.,0.22196873416034837,0.8829185468113637,0.8878749366413935,1.0,0.0,0.0
What laser therapy treats wet AMD?,"['Laser therapy can be used to treat wet (exudative) age-related macular degeneration by targeting the macula and retina, though intravitreal anti-VEGF treatments (for example brolucizumab and loading injection regimens) are also commonly employed for wet AMD.']","Focal laser photocoagulation (and in some cases photodynamic therapy) can be used to treat certain cases of wet (exudative) AMD, though intravitreal anti-VEGF agents (e.g., brolucizumab with loading regimens) are more commonly employed.",Photodynamic therapy uses lasers and light-sensitive drugs to treat wet AMD.,0.44547774977460913,0.913672435216201,0.9247681419555793,0.5,0.0,0.0
What is an early retinal finding in dry AMD?,"['An early retinal finding in dry age-related macular degeneration is the presence of drusen—yellowish deposits beneath the retinal pigment epithelium, often large and soft—and this is commonly accompanied by early dysfunction of the retinal pigment epithelium.']","An early retinal finding in dry AMD is the presence of drusen—yellowish deposits beneath the retinal pigment epithelium, often large and soft—frequently accompanied by early dysfunction of the retinal pigment epithelium.",Small drusen deposits are an early retinal finding in dry AMD.,0.48419316198357426,0.9999999999999999,0.9367206650248714,1.0,0.9999999999,1.0
What is the purpose of low vision rehabilitation in AMD?,"['Low vision rehabilitation for AMD aims to maximize the use of remaining vision through training, assistive techniques and devices so people can read, move about and perform daily activities more independently, reduce dependence and frustration, and address emotional well-being by preventing or treating depressive symptoms.']","The purpose of low vision rehabilitation in AMD is to maximize use of remaining vision through training, assistive techniques and devices so people can read, move about and perform daily activities more independently, reduce dependence and frustration, and address emotional well-being including preventing or treating depressive symptoms.",Low vision rehabilitation helps AMD patients maximize their remaining vision.,0.5368910387545575,0.9796049596421584,0.9474859808090599,1.0,0.9999999999,1.0
What ethnic group has the highest AMD prevalence?,"['Ethnicity is noted to influence and aggravate age-related macular degeneration, but the information provided does not identify which specific ethnic group has the highest prevalence.']","The provided information states that ethnicity influences and aggravates AMD but does not identify which ethnic group has the highest prevalence, so I cannot determine the most affected group without specific prevalence data by ethnicity.",Caucasians have the highest AMD prevalence.,0.22247434021459692,0.0,0.8899734680785361,1.0,0.0,0.0
What is macular edema in wet AMD?,"['In wet AMD, macular edema is fluid accumulation in the central retina—manifesting as intraretinal and/or subretinal fluid and cystoid spaces—caused by vascular leakage from choroidal neovascularization driven in large part by VEGF; it may be subclinical or cause vision impairment or loss. Diagnosis relies on imaging such as optical coherence tomography and fluorescein angiography, and management typically involves intravitreal anti‑VEGF injections (with several approved agents) alongside other options like corticosteroid treatments, photodynamic therapy or emerging sustained‑delivery and gene‑based approaches.']","Macular edema in wet AMD is accumulation of fluid in the central retina—seen as intraretinal and/or subretinal fluid and cystoid spaces—caused by VEGF‑driven vascular leakage from choroidal neovascularization that can be subclinical or lead to vision impairment and is diagnosed by OCT/fluorescein angiography and typically treated with intravitreal anti‑VEGF agents (and sometimes corticosteroids, photodynamic therapy, or emerging sustained‑delivery/gene approaches).",Macular edema is fluid accumulation in the macula due to leaking blood vessels in wet AMD.,0.9831300266325971,0.9548043918064456,0.9325201065303884,1.0,0.9999999999,1.0
What vision symptom differentiates AMD from glaucoma?,"['Age-related macular degeneration classically produces central vision loss—blurry central vision with trouble reading and driving—whereas glaucoma causes progressive optic nerve/retinal ganglion cell damage that leads to different visual field loss, typically affecting peripheral vision and potentially resulting in blindness.']","AMD primarily causes central vision loss (blurry central vision with trouble reading and driving), whereas glaucoma typically affects peripheral vision first.","Central vision loss differentiates AMD from glaucoma, which affects peripheral vision.",0.6589687587275944,0.9437701975656032,0.9215893206246634,0.8,0.9999999999,1.0
What protein is targeted by anti-VEGF drugs in AMD?,"['Anti‑VEGF drugs target the vascular endothelial growth factor (VEGF) protein; by inhibiting VEGF they treat neovascular (“wet”) age‑related macular degeneration, help prevent vision loss and blindness, and include agents such as bevacizumab, aflibercept, and ranibizumab, though treatment often requires repeated intravitreal injections and carries cost and some ocular adverse effects.']",Anti-VEGF drugs target the vascular endothelial growth factor (VEGF) protein.,Vascular endothelial growth factor (VEGF) is targeted by anti-VEGF drugs in AMD.,0.732418409910608,0.9261969007701666,0.9297634735273528,1.0,0.9999999999,1.0
What lifestyle change most effectively slows AMD progression?,['The most effective lifestyle change to slow AMD progression is adopting targeted nutritional supplementation and related dietary/lifestyle modifications; such interventions have been shown to help prevent early AMD from advancing to late disease and to improve or slow progression of dry AMD.'],Adopting targeted nutritional supplementation together with related dietary and lifestyle modifications is the most effective lifestyle change shown to slow AMD progression.,Quitting smoking most effectively slows AMD progression.,0.2231863766716049,0.9914740798741505,0.8927455066864196,0.8,0.0,0.0
What is the typical schedule for anti-VEGF injections in wet AMD?,"['Anti‑VEGF drugs for wet AMD are given as intravitreal injections, typically started with monthly treatments (often with an initial series of monthly loading doses) to control neovascular activity and improve vision; after that patients are either maintained with regular monthly injections or shifted to individualized retreatment schedules based on disease activity to reduce visit burden, but frequent monthly assessments and any delays in injections can worsen outcomes and create substantial patient, caregiver, and health‑system burden.']","Anti‑VEGF treatment for wet AMD typically begins with monthly intravitreal injections (often an initial series of monthly loading doses) and thereafter is continued either with regular monthly injections or switched to individualized retreatment schedules based on disease activity to reduce visit burden, noting that delays or less frequent monitoring can worsen outcomes.",Anti-VEGF injections are typically given every 4-8 weeks for wet AMD.,0.7769529515739789,0.9359787197106534,0.9259936244777339,1.0,0.9999999999,0.0
What retinal layer nourishes the macula in AMD?,"['The macula’s outer retina and photoreceptors are primarily nourished by the retinal pigment epithelium (RPE) and the underlying choriocapillaris (choroidal blood supply); degeneration of the RPE and choroid is central to macular damage in AMD, which is why strategies often focus on preserving or replacing RPE function.']","The macula’s outer retina and photoreceptors are primarily nourished by the retinal pigment epithelium (RPE) and the underlying choriocapillaris (choroidal blood supply), whose degeneration is central in AMD.",The choroid nourishes the macula and is implicated in AMD.,0.23051290712744904,0.9059207658884819,0.9220516285097962,1.0,0.9999999999,0.0
What clinical trial refined the AREDS formula?,"['The AREDS2 clinical trial refined the original AREDS formula. The original formula had demonstrated prevention of age-related macular degeneration with an absolute risk reduction for severe visual loss but also raised safety concerns, including increased risk of neovascular AMD and other side effects; AREDS2 provided the evidence-based updates to improve the formula’s safety and effectiveness.']",The AREDS2 clinical trial refined the original AREDS formula to improve its safety and effectiveness.,The AREDS2 trial refined the AREDS formula.,0.6168473811706078,0.9298076944079839,0.9673895246824312,1.0,0.9999999999,1.0
What is a rare complication of wet AMD?,"['A rare complication of wet age-related macular degeneration is retinal angiomatous proliferation, a form of retinal neovascularization that can be associated with choroidal neovascularization and may lead to severe vision loss or blindness.']","A rare complication of wet AMD is retinal angiomatous proliferation, a form of retinal neovascularization that can be associated with choroidal neovascularization and may lead to severe vision loss or blindness.",Retinal detachment is a rare complication of wet AMD.,0.22168042105455465,1.0000000000000004,0.8867216842182186,1.0,0.0,0.0
What antioxidants are key in the AREDS formula?,"['The AREDS formulation relies chiefly on antioxidant vitamins—vitamin C and vitamin E—combined with a carotenoid antioxidant (originally beta‑carotene, later replaced in AREDS2 by lutein and zeaxanthin), given alongside zinc (with copper added to prevent zinc‑related deficiency) to reduce progression of age‑related macular degeneration.']","The key antioxidants in the AREDS formulation are vitamin C, vitamin E, and a carotenoid antioxidant—originally beta‑carotene and in AREDS2 replaced by lutein and zeaxanthin—given with zinc (and copper).",Vitamins C and E are key antioxidants in the AREDS formula.,0.535934073939815,0.9853997637325239,0.9437362957592598,1.0,0.9999999999,1.0
What vision symptom is uncommon in AMD?,"['Peripheral (side) vision loss is uncommon in age-related macular degeneration; AMD primarily damages the macula and produces central vision problems such as blurred or distorted central vision, difficulty reading and driving, and loss of fine detail, while the peripheral visual field is typically preserved.']","Peripheral (side) vision loss is uncommon in age-related macular degeneration, which primarily causes central vision problems.","Peripheral vision loss is uncommon in AMD, unlike central vision issues.",0.9837569822317167,0.8407019952788,0.9350279289268667,1.0,0.9999999999,1.0
What retinal layer supports photoreceptors in AMD?,['The retinal pigment epithelium (RPE) is the layer that supports photoreceptors; in age-related macular degeneration RPE dysfunction or loss undermines photoreceptor health and leads to progressive photoreceptor death and central vision impairment.'],The retinal pigment epithelium (RPE) is the layer that supports photoreceptors and whose dysfunction or loss in AMD leads to progressive photoreceptor death and central vision impairment.,The retinal pigment epithelium supports photoreceptors and is damaged in AMD.,0.9816636781051535,0.8913881012535066,0.9266547124206144,1.0,0.9999999999,1.0
What is a side effect of photodynamic therapy for AMD?,"['Photodynamic therapy for age-related macular degeneration can cause visual side effects, including potentially sight‑threatening worsening of vision or acute loss of central vision.']","A side effect of photodynamic therapy for AMD is visual harm, including potentially sight‑threatening worsening of vision or acute loss of central vision.",Temporary light sensitivity is a side effect of photodynamic therapy for AMD.,0.22904318813917068,0.991579346634801,0.9161727525566827,1.0,0.0,0.0
What is the estimated AMD prevalence in people over 80?,"['Age-related macular degeneration is described as a disease of the elderly and is particularly common in people over 80, affecting roughly 200 million people worldwide overall, but no specific percentage prevalence for the over-80 age group is provided.']","The provided information does not include a specific prevalence percentage for people over 80; it only states AMD is particularly common in that age group and that roughly 200 million people worldwide have AMD, so to estimate prevalence in the over‑80s I would need age-stratified prevalence data (number of affected individuals or prevalence percentage specifically for the >80 age group).",About 25% of people over 80 have AMD.,0.4426505657422405,0.0,0.9134594058261047,0.8,0.0,0.0
What nutrient was removed from AREDS in AREDS2?,"['AREDS2 removed beta‑carotene from the original AREDS supplement, replacing it with lutein and zeaxanthin while keeping the other vitamins and minerals to continue reducing progression to advanced AMD.']",Beta‑carotene was removed from the original AREDS formulation in AREDS2 and replaced with lutein and zeaxanthin.,Beta-carotene was removed from AREDS in the AREDS2 formula.,0.6134946013789664,,0.9539784055158654,1.0,0.9999999999,1.0
What happens to photoreceptors in advanced AMD?,"['In advanced age-related macular degeneration, photoreceptors—particularly the central cones—progressively degenerate and are lost as supporting retinal pigment epithelium and choroidal circulation fail and deposits or hemorrhages accumulate, producing structural changes like outer retinal tubulation and disruption of retinal circuitry that result in irreversible central vision loss and, in severe cases, blindness.']","In advanced AMD, photoreceptors—especially central cones—progressively degenerate and are lost as supporting retinal pigment epithelium and choroidal circulation fail and deposits or hemorrhages accumulate, leading to structural changes (e.g., outer retinal tubulation), disruption of retinal circuitry, irreversible central vision loss, and potentially blindness.","Photoreceptors degenerate in advanced AMD, leading to vision loss.",0.501569341507828,0.9999989712026055,0.915368275122221,1.0,0.9999999999,1.0
What visual aid is most used by AMD patients?,['People with age-related macular degeneration most commonly rely on low-vision aid devices—especially low-vision reading aids—to help compensate for central vision loss and difficulty reading.'],People with age-related macular degeneration most commonly use low-vision aid devices—particularly low-vision reading aids—to compensate for central vision loss and reading difficulties.,Magnifiers are the most used visual aid by AMD patients.,0.21194852423833238,0.8565024528004965,0.8477940969533295,1.0,0.9999999999,0.0
What condition forms scar tissue in wet AMD?,"['In wet age-related macular degeneration, abnormal new blood vessel growth beneath the retina (choroidal neovascularization) often leads to bleeding and scarring, producing a disciform scar (scar tissue) that damages central vision.']","In wet AMD, choroidal neovascularization (abnormal new blood vessel growth beneath the retina) often leads to bleeding and scarring that produces a disciform scar.",Macular fibrosis forms scar tissue in wet AMD.,0.22379944080760844,0.9128891958384701,0.8951977632304338,1.0,0.0,0.0
What cardiovascular condition increases AMD risk?,['Cardiovascular conditions—particularly hypertension and ischemic heart disease such as angina—are associated with an increased risk of developing age-related macular degeneration (AMD).'],Hypertension and ischemic heart disease (such as angina) are cardiovascular conditions associated with an increased risk of developing age-related macular degeneration (AMD).,Hypertension increases AMD risk.,0.6571950953731598,,0.914555763379039,1.0,0.9999999999,1.0
What procedure uses light-sensitive drugs for wet AMD?,"['Photodynamic therapy (PDT) is a procedure that uses a light-activated, photosensitizing drug together with a laser to target and close the abnormal choroidal blood vessels that cause wet age-related macular degeneration, helping to limit neovascularization and vision loss alongside established anti-VEGF treatments.']","Photodynamic therapy (PDT) uses a light-activated, photosensitizing drug plus a laser to target and close abnormal choroidal blood vessels in wet AMD.",Photodynamic therapy uses light-sensitive drugs for wet AMD.,0.8378658020843563,0.8569784938369294,0.9514632083374248,1.0,0.9999999999,1.0
What is a common finding in intermediate AMD?,"['A hallmark of intermediate AMD is drusen—yellowish deposits beneath the macula that are often large or numerous (including reticular or subretinal drusenoid forms), with increased drusen area and volume commonly seen on imaging and associated with visual symptoms and higher risk of progression.']","A common finding in intermediate AMD is the presence of large or numerous drusen—often including reticular or subretinal drusenoid types—with increased drusen area and volume on imaging, which associate with visual symptoms and higher progression risk.",Large drusen are a common finding in intermediate AMD.,0.4842841196954373,0.978431904627147,0.9371364787817491,1.0,0.9999999999,1.0
What syndrome causes hallucinations in AMD patients?,"['Age-related macular degeneration can lead to visual hallucinations known as Charles Bonnet syndrome, which occur when loss of visual input from the diseased retina causes the brain to generate complex visual images.']","The syndrome is Charles Bonnet syndrome, in which vision loss from AMD can lead the brain to generate complex visual hallucinations.",Charles Bonnet syndrome causes visual hallucinations in AMD patients.,0.988552206854352,0.9551058545789161,0.9542088274174078,1.0,0.9999999999,1.0
What age is recommended for AMD screening?,"['Because risk rises with age, routine screening for age-related macular degeneration is generally recommended beginning around age 50, with regular eye exams and closer, more frequent monitoring from about age 60 onward; people with additional risk factors such as family history or smoking should start earlier and be followed more closely.']","Routine AMD screening is generally recommended to begin around age 50, with regular exams and closer, more frequent monitoring from about age 60 onward (earlier and more frequent screening is advised for those with family history, smoking, or other risk factors).",Age 50 is recommended for AMD screening.,0.47746171467960075,0.9641690365317349,0.909846858718403,1.0,0.9999999999,1.0
What surgery repositions the macula in severe AMD?,"['The procedure called macular (or retinal) translocation is a complex retinal surgery used to reposition the macula away from diseased tissue in severe, typically neovascular, age-related macular degeneration, relocating the fovea to healthier underlying pigment epithelium to try to preserve or improve central vision.']","The procedure is called macular (or retinal) translocation, a complex surgery that repositions the macula (fovea) away from diseased tissue onto healthier underlying retinal pigment epithelium to try to preserve or improve central vision in severe, typically neovascular, AMD.",Macular translocation repositions the macula in severe AMD.,0.41700611570236745,0.8959096765515261,0.9180244628094699,1.0,0.9999999999,1.0
What is the purpose of sunglasses in AMD prevention?,"['Sunglasses shield the eyes from ultraviolet and other harmful light, reducing UV-related damage to the retina and macula; by limiting this exposure they help lower the risk of developing age-related macular degeneration, which can cause progressive central vision loss and blindness, so wearing sunglasses is a simple preventive measure to help preserve central vision.']","Sunglasses protect the eyes from ultraviolet and other harmful light, reducing UV-related retinal and macular damage and thereby helping lower the risk of developing age-related macular degeneration.",Sunglasses reduce UV exposure to help prevent AMD.,0.6578732274062359,,0.9172071953392292,1.0,0.9999999999,1.0
