question,ground_truth,context,generated_answer
How does hypertension contribute to AMD risk?,"Hypertension damages retinal blood vessels, increasing oxidative stress and AMD risk.","[""Hypertension has been found to significantly contribute to the risk of age-related macular degeneration (AMD). The presence of hypertension is associated with an increased risk of developing AMD, and it can also exacerbate the progression of the disease, particularly in its early stages. Furthermore, hypertension can lead to various systemic complications, including retinal vascular diseases, which are closely linked to AMD. Additionally, the relationship between hypertension and AMD is further complicated by the fact that hypertension can affect the choriocapillaris, a critical component of the eye's vascular system, thereby increasing the risk of AMD. Overall, the evidence suggests that hypertension plays a significant role in the development and progression of AMD, highlighting the importance of managing blood pressure as a crucial aspect of AMD prevention and treatment.""]","Hypertension significantly contributes to the risk of age-related macular degeneration (AMD) by increasing the risk of developing the disease and exacerbating its progression, particularly in early stages."
What leads to scotomas in advanced AMD?,Photoreceptor death in the macula creates blind spots or scotomas in advanced AMD.,"[""Advanced age-related macular degeneration (AMD) is a complex condition that can lead to scotomas, which are areas of vision loss in the visual field. This condition is characterized by the growth of abnormal blood vessels in the retina, which can cause damage to the macula and lead to central scotomas. The presence of drusen, a type of deposit in the retina, and choroid, a layer of blood vessels beneath the retina, are also associated with advanced AMD. As the condition progresses, it can cause irreversible loss of vision, including the inability to see what one is looking directly at, and can even lead to blindness. The development of scotomas in advanced AMD is a significant concern, as it can impact daily activities and social skills, and can be a result of the disease's progression and the damage it causes to the retina.""]","The growth of abnormal blood vessels in the retina and damage to the macula, often associated with the presence of drusen and choroidal changes, lead to scotomas in advanced age-related macular degeneration (AMD)."
How does lutein in the diet affect AMD?,"Lutein accumulates in the macula, filtering harmful light and reducing AMD progression.","[""Consuming a diet rich in lutein has been found to have a protective effect against age-related macular degeneration (AMD). Lutein, a type of carotenoid, is an essential nutrient that can be obtained through a balanced diet. Research suggests that a diet rich in lutein can help prevent AMD, a leading cause of vision loss among older adults. This is likely due to lutein's ability to accumulate in the macula, the part of the retina responsible for central vision, and protect it from damage caused by oxidative stress and inflammation. Furthermore, a diet rich in lutein has been associated with improved eye health and reduced risk of other eye diseases. While the exact mechanisms are not fully understood, incorporating lutein-rich foods into one's diet may be a valuable strategy for maintaining healthy vision and reducing the risk of AMD.""]",Consuming a diet rich in lutein has been found to have a protective effect against age-related macular degeneration (AMD) by accumulating in the macula and protecting it from damage caused by oxidative stress and inflammation.
Why does wet AMD sometimes cause retinal detachment?,"Fluid and blood from leaking vessels can lift the retina, leading to detachment in wet AMD.","['Wet age-related macular degeneration (AMD) can sometimes cause retinal detachment due to the formation of new, fragile blood vessels under the retina, which can lead to fluid leakage and retinal damage. This condition can also be exacerbated by factors such as inflammation, oxidative stress, and genetic predispositions. Furthermore, certain treatments like intravitreal injections may also contribute to the risk of retinal detachment. As a result, individuals with wet AMD are at a higher risk of developing retinal detachment, which can lead to severe and irreversible vision loss if left untreated.']","Wet age-related macular degeneration (AMD) can cause retinal detachment due to the formation of new, fragile blood vessels under the retina that lead to fluid leakage and retinal damage."
How does photodynamic therapy treat wet AMD?,"Photodynamic therapy activates a drug with laser light, sealing abnormal blood vessels in wet AMD.","['Photodynamic therapy is not a primary treatment for wet age-related macular degeneration (AMD), but rather anti-vascular endothelial growth factor (VEGF) therapies, such as anti-VEGF injections, intravitreal aflibercept, and ranibizumab, are commonly used to treat this condition. These treatments aim to reduce the growth of new blood vessels in the retina, slow disease progression, and improve visual outcomes. Other treatments, including medications like aflibercept, ranibizumab, and faricimab, as well as invasive ocular injections or implants, are also used to manage wet AMD. Photodynamic therapy, however, is more often associated with treating other conditions, such as geographic atrophy and complications related to AMD.']","Photodynamic therapy is not a primary treatment for wet age-related macular degeneration (AMD), but rather it is more often associated with treating other conditions, such as geographic atrophy and complications related to AMD."
What causes the progression from early to intermediate AMD?,Drusen growth and retinal pigment changes cause progression from early to intermediate AMD.,"[""The progression from early to intermediate age-related macular degeneration (AMD) is a complex process influenced by various factors. As individuals age, the risk of AMD gradually increases, and the disease progresses due to structural and functional changes in the retina. The presence of drusen, particularly large and very large drusen, is a significant indicator of intermediate AMD. Additionally, geographic atrophy and reticular pseudodrusen are also associated with the progression of AMD. The disease's progression can lead to irreversible blindness, and it is essential to diagnose and treat intermediate AMD early to prevent further vision loss.""]","The progression from early to intermediate age-related macular degeneration (AMD) is influenced by various factors, including structural and functional changes in the retina, the presence of drusen, particularly large and very large drusen, and conditions such as geographic atrophy and reticular pseudodrusen."
How does low vision rehabilitation improve quality of life in AMD?,"Low vision rehabilitation teaches adaptive strategies, enhancing independence and quality of life in AMD.","['Low vision rehabilitation plays a crucial role in improving the quality of life for individuals with age-related macular degeneration (AMD). By addressing the emotional and psychological impacts of vision loss, low vision rehabilitation can effectively treat depressive disorders and improve daily functioning. This, in turn, enables individuals to regain independence and confidence, reducing their reliance on others and alleviating feelings of frustration and blurred vision. Furthermore, low vision rehabilitation can also improve sleep quality and overall life quality, as well as prevent the progression of AMD-related complications such as central vision loss and visual impairment. Ultimately, low vision rehabilitation empowers individuals with AMD to maintain their independence, engage in daily activities, and enjoy a better quality of life despite their vision loss.']","Low vision rehabilitation effectively improves the quality of life for individuals with age-related macular degeneration (AMD) by addressing emotional and psychological impacts of vision loss, thereby treating depressive disorders and improving daily functioning."
Why does wet AMD lead to macular edema?,"Leaking blood vessels release fluid into the macula, causing swelling known as macular edema in wet AMD.","[""Wet age-related macular degeneration (AMD) leads to macular edema due to the complex interplay between the disease's progression and the resulting vascular leakage. As wet AMD advances, it causes neovascularization, leading to the growth of new, fragile blood vessels that can leak fluid and cause macular edema. This leakage results in the accumulation of fluid in the macula, a condition characterized by the presence of intraretinal and subretinal fluid, hyperreflective foci tissue, and drusen. The resulting macular edema can cause significant vision loss and is a common complication of wet AMD, making early diagnosis and treatment crucial to prevent further progression and potential blindness.""]","Wet age-related macular degeneration (AMD) leads to macular edema due to the growth of new, fragile blood vessels that leak fluid, causing the accumulation of intraretinal and subretinal fluid in the macula."
How does aging increase vulnerability to wet AMD?,"Aging weakens retinal tissues, making them more susceptible to abnormal blood vessel growth in wet AMD.","['Aging significantly increases vulnerability to wet Age-Related Macular Degeneration (AMD) due to its multifaceted impact on the retina and overall ocular health. As individuals age, they experience a decline in cellular and tissue functionality, leading to structural and functional changes in the retina, including the accumulation of lipids, loss of rods, and degeneration of retinal pigment epithelial cells. This decline in retinal health, coupled with the loss of vascular compliance and the interruption of the integrity and functionality of human biological barriers, creates an environment conducive to the development of AMD. Furthermore, aging-related inflammation, oxidative stress, and mitochondrial dysfunction exacerbate the condition, ultimately resulting in the progressive loss of vision characteristic of wet AMD.']","Aging significantly increases vulnerability to wet Age-Related Macular Degeneration (AMD) due to its multifaceted impact on the retina and overall ocular health, including cellular and tissue decline, structural and functional changes, and increased inflammation, oxidative stress, and mitochondrial dysfunction."
What leads to Charles Bonnet syndrome in AMD patients?,"Vision loss from AMD triggers the brain to create hallucinations, known as Charles Bonnet syndrome.","[""Charles Bonnet syndrome in AMD patients is primarily linked to the visual disturbances caused by age-related macular degeneration, which can lead to a disconnection between the brain and the eyes. This disconnection can result in the brain's attempt to fill in the gaps of missing visual information, causing the individual to experience vivid, complex visual hallucinations. The psychological impact of these hallucinations can be significant, affecting the patient's sense of well-being and potentially exacerbating the condition.""]","Charles Bonnet syndrome in AMD patients is primarily linked to the visual disturbances caused by age-related macular degeneration, resulting in a disconnection between the brain and the eyes."
How does quitting smoking benefit AMD patients?,"Quitting smoking reduces oxidative stress, slowing retinal damage and AMD progression.","['Quitting smoking has been shown to have a positive impact on patients with age-related macular degeneration (AMD). This is because smoking is a significant risk factor for AMD, and its cessation can help mitigate the progression of the disease. By quitting smoking, individuals can reduce their risk of developing AMD and slow down its progression, which in turn can help preserve their vision and prevent the associated complications, such as central vision loss, blindness, and difficulty with daily activities like driving and reading. Furthermore, quitting smoking can also reduce the risk of other age-related diseases, such as cardiovascular disease and neurodegenerative disorders, which are often comorbid with AMD. Overall, quitting smoking is an essential step in managing AMD and maintaining overall eye health.']","Quitting smoking has been shown to have a positive impact on patients with age-related macular degeneration (AMD) by reducing the risk of developing the disease and slowing its progression, thereby preserving vision and preventing associated complications."
Why does hypertension worsen AMD outcomes?,"Hypertension impairs retinal circulation, exacerbating damage and worsening AMD outcomes.","['Hypertension is a significant risk factor that worsens outcomes in age-related macular degeneration (AMD). The condition exacerbates AMD by causing early progression, aggravating microvascular aging processes, and increasing the risk of non-arteritic anterior ischemic optic neuropathy, among other complications. Furthermore, hypertension is associated with the development of retinal vascular diseases, which are closely linked to AMD. The presence of hypertension also contributes to the occurrence of AMD, and its management is crucial in preventing the progression of the disease. Overall, controlling hypertension is essential in mitigating the impact of AMD and preserving vision in affected individuals.']","Hypertension worsens AMD outcomes by causing early progression, aggravating microvascular aging processes, and increasing the risk of non-arteritic anterior ischemic optic neuropathy, among other complications."
How does omega-3 intake influence AMD progression?,"Omega-3 fatty acids reduce inflammation in the retina, potentially slowing AMD progression.","['Research suggests that omega-3 intake has a protective effect on age-related macular degeneration (AMD) progression. Studies have found that omega-3 fatty acids may help prevent the risk of developing AMD, and their intake can influence the progression of the disease. While the exact mechanisms are not fully understood, it is believed that omega-3 fatty acids may play a role in treating AMD and potentially preventing its onset. Furthermore, nutritional supplementation, including omega-3 intake, has been shown to affect AMD progression, and certain diagnostic methods, such as digital fundus photography and best-corrected visual acuity, can diagnose the progression of the disease. Overall, the available evidence suggests that omega-3 intake may have a positive impact on AMD progression, and further research is needed to fully understand its effects.']","Research suggests that omega-3 intake has a protective effect on age-related macular degeneration (AMD) progression, potentially helping to prevent the risk of developing AMD and influencing its progression."
What causes photoreceptor loss in geographic atrophy?,"Retinal pigment epithelium death in dry AMD deprives photoreceptors of support, causing their loss.","['Geographic atrophy is a condition characterized by the loss of photoreceptor cells, which can lead to debilitating vision loss and progressive visual impairment. This photoreceptor loss is primarily caused by age-related macular degeneration, a condition that affects the retina and can lead to the formation of geographic atrophy. The complement system, particularly deregulated complement activity, plays a significant role in the pathogenesis of geographic atrophy, contributing to photoreceptor loss. Advanced stages of inherited retinal diseases and hereditary degenerative diseases of the retina also contribute to photoreceptor loss, highlighting the complex interplay of genetic and environmental factors in the development of geographic atrophy.']","Photoreceptor loss in geographic atrophy is primarily caused by age-related macular degeneration, with the complement system, particularly deregulated complement activity, playing a significant role in its pathogenesis."
How does macular fibrosis affect vision in wet AMD?,"Macular fibrosis forms scar tissue, permanently distorting and reducing central vision in wet AMD.","['Wet age-related macular degeneration (AMD) causes significant vision loss, primarily due to the formation of choroidal neovascularization, which can lead to severe vision loss and even blindness. The disease is characterized by the growth of new, fragile blood vessels under the retina, causing scarring and fibrosis, which in turn lead to photoreceptor cell atrophy and vision loss. The presence of subretinal fibrosis, a hallmark of wet AMD, is a significant indicator of disease progression and vision loss. Effective treatments, such as anti-vascular endothelial growth factor (VEGF) agents, intravitreal injections, and laser-induced choroidal neovascularization, can help prevent or slow down vision loss in patients with wet AMD. However, if left untreated, the disease can lead to severe vision loss and blindness, emphasizing the importance of early diagnosis and treatment.']","Macular fibrosis, a hallmark of wet age-related macular degeneration (AMD), leads to photoreceptor cell atrophy and vision loss by causing scarring and fibrosis under the retina."
Why does dry AMD lead to difficulty reading?,"Drusen and retinal thinning impair the macula, reducing sharp central vision needed for reading in dry AMD.","['Dry AMD leads to difficulty reading due to its impact on the macula, a critical area of the retina responsible for central vision and fine detail perception. As AMD progresses, it can cause central vision loss, blurred vision, and visual difficulty, ultimately affecting reading ability. The condition can also lead to geographic atrophy, a type of advanced AMD that further compromises vision and reading performance. Furthermore, the loss of central vision and visual acuity can result in reduced reading speeds and quality of life, as well as increased difficulty with reading and mobility.']","Dry AMD leads to difficulty reading due to its impact on the macula, a critical area of the retina responsible for central vision and fine detail perception."
How does the CFH gene influence AMD risk?,"CFH gene mutations impair complement regulation, increasing inflammation and AMD risk.","[""The CFH gene plays a significant role in influencing the risk of age-related macular degeneration (AMD). Variations in the CFH gene, particularly certain alleles such as CFH_rs1061170, have been associated with an increased susceptibility to AMD. These genetic variations can lead to functional or quantitative deficiencies in the factor H protein, which is a key regulator of the alternative pathway of the complement system. As a result, individuals with these genetic variations may be more prone to developing AMD, a condition characterized by progressive loss of vision due to damage to the macula. The CFH gene's influence on AMD risk is further underscored by its association with advanced AMD and neovascular AMD, the most severe forms of the disease. Overall, the CFH gene's role in AMD risk is a critical area of research, with implications for understanding the underlying mechanisms of the disease and developing targeted therapeutic strategies.""]","The CFH gene influences AMD risk by playing a significant role in regulating the alternative pathway of the complement system, with certain alleles such as CFH_rs1061170 associated with an increased susceptibility to AMD."
What leads to macular holes in some AMD cases?,"Retinal stress and thinning in AMD can stretch the macula, forming holes.","['Age-related macular degeneration (AMD) can lead to macular holes in some cases, primarily due to the progression of the disease. As AMD advances, it can cause the formation of new blood vessels under the macula, known as macular neovascularization, which can lead to the detachment of the retina and the formation of macular holes. This is often associated with the posterior vitreous detachment, a condition where the vitreous gel in the eye separates from the retina. The presence of macular neovascularization and posterior vitreous detachment can increase the risk of macular holes, highlighting the complex interplay between these conditions in the progression of AMD.']","Macular holes in some AMD cases are primarily led to by the progression of the disease, which can cause the formation of new blood vessels under the macula and subsequent posterior vitreous detachment."
How does depression develop in AMD patients?,"Vision loss from AMD limits daily activities, leading to isolation and depression.","[""Age-related macular degeneration (AMD) can contribute to the development of depression in patients, as the progressive loss of vision and resulting visual impairment can lead to emotional affects, frustration, and dependency on others. The impact of AMD on daily activities, such as reading, driving, and mobility, can further exacerbate feelings of anxiety and depression. Additionally, the association between AMD and neurodegenerative disorders may also play a role in the development of depression. While the exact mechanisms are not fully understood, it is clear that AMD can have a profound effect on a patient's quality of life, increasing the risk of depression and other mental health issues.""]","Depression in AMD patients may develop due to the progressive loss of vision, resulting visual impairment, emotional affects, frustration, and dependency on others, as well as the impact on daily activities and potential association with neurodegenerative disorders."
Why does wet AMD cause sudden vision changes?,"Rapid blood vessel leakage in wet AMD disrupts the macula, causing sudden vision changes.","[""Wet age-related macular degeneration (AMD) can cause sudden vision changes due to its association with neovascularization, which leads to the growth of new, fragile blood vessels under the retina. These vessels can leak fluid and blood, causing subretinal exudation and hemorrhage, resulting in sudden vision loss. The condition's impact on central vision, particularly in the macula, can lead to significant visual impairment and even blindness. Furthermore, the presence of submacular hemorrhage is a known cause of sudden vision loss, highlighting the potential for rapid and severe vision changes in individuals with wet AMD.""]","Wet age-related macular degeneration (AMD) causes sudden vision changes due to neovascularization, which leads to the growth of new, fragile blood vessels under the retina that can leak fluid and blood, resulting in subretinal exudation and hemorrhage."
How does exercise benefit retinal health in AMD?,"Exercise improves blood flow to the retina, reducing oxidative stress and aiding AMD management.","[""Exercise is a crucial component of a healthy lifestyle that can positively impact retinal health in age-related macular degeneration (AMD). A healthy lifestyle score is associated with better retinal health, and certain treatments like ranibizumab can also affect retinal health. While there is no cure for AMD, a combination of healthy lifestyle choices and current therapies can help manage the condition. Moreover, innovative materials and treatments like transplantation of functional retinal pigment epithelium cells and intravitreally applied epidermal growth factor have shown promise in preventing or treating AMD-related complications. Overall, incorporating exercise and a healthy lifestyle into one's routine can contribute to better retinal health and potentially slow the progression of AMD.""]",Exercise is a crucial component of a healthy lifestyle that can positively impact retinal health in age-related macular degeneration (AMD).
What causes epiretinal membranes in AMD?,"Retinal damage in AMD triggers glial cell growth, forming epiretinal membranes that wrinkle the retina.","['Age-related macular degeneration (AMD) is a significant risk factor for the development of epiretinal membranes, which can lead to impaired vision and blindness. The formation of epiretinal membranes is also associated with other conditions, including posterior vitreous detachment and diabetes mellitus. The presence of epiretinal membranes can be diagnosed using various imaging techniques, such as optical coherence tomography (OCT) and fundus examination. In the context of AMD, the formation of epiretinal membranes can exacerbate vision loss and contribute to the progression of the disease.']","The formation of epiretinal membranes in age-related macular degeneration (AMD) is associated with the disease itself, as well as other conditions such as posterior vitreous detachment and diabetes mellitus."
How does zeaxanthin protect against AMD?,"Zeaxanthin filters blue light in the macula, reducing oxidative damage and AMD risk.","['Zeaxanthin plays a crucial role in protecting against age-related macular degeneration (AMD) by being present in the retina, macula, and foveal region of the eye. Its presence in these areas suggests a direct impact on the health of the retina, which is a primary site of AMD development. Furthermore, zeaxanthin has been shown to improve ocular health, reduce the risk of AMD, and prevent various visual disorders, including diabetic retinopathy, retinitis pigmentosa, and retinal detachment. Additionally, zeaxanthin supplementation has been found to improve the structure and function of the retinal pigment epithelium, a critical layer of cells in the retina that is often affected in AMD. Overall, the collective evidence suggests that zeaxanthin is a vital component in maintaining the health of the retina and preventing the progression of AMD.']","Zeaxanthin protects against age-related macular degeneration (AMD) by being present in the retina, macula, and foveal region of the eye, where it directly impacts the health of the retina, a primary site of AMD development."
Why does wet AMD lead to retinal hemorrhage?,"Fragile new blood vessels in wet AMD rupture, causing retinal hemorrhage.","['Wet age-related macular degeneration (AMD) can lead to retinal hemorrhage due to the formation of new, fragile blood vessels in the retina, which can leak and cause bleeding. This neovascularization is a hallmark of wet AMD, and the resulting hemorrhage can further exacerbate the condition, leading to fibrosis and potentially permanent vision loss. The presence of hemorrhage can also cause damage to the retina and surrounding tissue, including the macula, which is responsible for central vision. As a result, individuals with wet AMD are at risk of experiencing significant vision impairment, including blurred vision, difficulty reading, and even complete loss of central vision.']","Wet age-related macular degeneration (AMD) leads to retinal hemorrhage due to the formation of new, fragile blood vessels in the retina, which can leak and cause bleeding."
How does stem cell therapy aim to treat dry AMD?,"Stem cell therapy replaces damaged retinal cells, potentially restoring function in dry AMD.","['Stem cell therapy aims to treat dry age-related macular degeneration by addressing the underlying causes of the disease, including the loss of retinal pigment epithelial cells and photoreceptors. This approach involves the use of stem cells to replace or repair damaged cells, thereby improving vision and reducing the progression of the disease. Studies have shown that stem cell therapy can improve visual acuity and logMAR scores in patients with dry AMD, and it has also been found to treat a wide variety of ocular diseases, including degenerative disorders of the eye. Furthermore, stem cell therapy has been shown to cause tissue repair and regeneration, which can help to restore vision and improve the quality of life for patients with dry AMD.']","Stem cell therapy aims to treat dry age-related macular degeneration by addressing the underlying causes of the disease, including the loss of retinal pigment epithelial cells and photoreceptors, through the replacement or repair of damaged cells."
What leads to mobility issues in advanced AMD?,"Central vision loss in advanced AMD impairs depth perception, causing mobility issues.","[""Advanced age-related macular degeneration (AMD) can lead to mobility issues due to its impact on vision. As AMD progresses, it causes irreversible loss of vision, which in turn affects an individual's ability to see what they are looking directly at, ultimately leading to decreased mobility. The condition also causes irreversible loss of vision, loss of social skills, and affects the rate of decline of cognitive reserve, further exacerbating mobility issues. Furthermore, advanced AMD can cause atrophic neurodegeneration and pathologic angiogenesis, which contribute to its detrimental effects on vision and mobility.""]","Advanced age-related macular degeneration (AMD) leads to mobility issues due to its irreversible impact on vision, causing loss of visual acuity, loss of social skills, and atrophic neurodegeneration, ultimately affecting an individual's ability to navigate and perform daily activities."
How does sun exposure increase AMD severity?,"Sun exposure damages retinal cells via UV light, worsening AMD severity over time.","['Prolonged sun exposure has been linked to an increased severity of age-related macular degeneration (AMD). This association is thought to be due to the cumulative effect of UV radiation on the retina over time, which can lead to the progression of the disease. As a result, individuals with a history of excessive sun exposure are at a higher risk of developing advanced AMD, which can cause significant vision loss and even blindness. Furthermore, the relationship between sun exposure and AMD severity is supported by the fact that certain treatments and interventions, such as transplantation of functional retinal pigment epithelium cells, have been shown to prevent or slow the progression of AMD-related retinal degeneration. Overall, the evidence suggests that sun exposure plays a significant role in the development and progression of AMD, highlighting the importance of sun protection and preventive measures to mitigate this risk.']",Prolonged sun exposure is associated with an increased severity of age-related macular degeneration (AMD) due to the cumulative effect of UV radiation on the retina over time.
Why does wet AMD cause subretinal fluid?,"Leaking blood vessels in wet AMD deposit fluid beneath the retina, forming subretinal fluid.","['Wet age-related macular degeneration (AMD) is characterized by the presence of subretinal fluid, which is a hallmark of neovascular AMD. The excess vascular endothelial growth factor (VEGF) in wet AMD leads to the formation of new, fragile blood vessels that leak fluid under the retina, causing subretinal fluid accumulation. This fluid accumulation can lead to visual impairment and decreased retinal sensitivity. Anti-VEGF therapy, such as intravitreal injections of aflibercept or ranibizumab, can help to reduce subretinal fluid and improve visual acuity. However, delayed follow-up visits and inadequate treatment can lead to persistent subretinal fluid, exacerbating the condition. The presence of subretinal fluid is a significant marker of wet AMD and is associated with decreased best-corrected visual acuity.']","Wet age-related macular degeneration (AMD) causes subretinal fluid due to the excess vascular endothelial growth factor (VEGF) leading to the formation of new, fragile blood vessels that leak fluid under the retina."
